county,confirmed_cases,confirmed_deaths,state,length_of_lockdown,cases,deaths,POP_ESTIMATE_2018,total_state_pop,Active.Physicians.per.100.000.Population..2018..AAMC.,Total.Active.Patient.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Patient.Care.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.General.Surgeons.per.100.000.Population..2018..AAMC.,Active.Patient.Care.General.Surgeons.per.100.000.Population..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Female..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.International.Medical.Graduates..IMGs...2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Age.60.or.Older..2018..AAMC.,MD.and.DO.Student.Enrollment.per.100.000.Population..AY.2018.2019..AAMC.,Student.Enrollment.at.Public.MD.and.DO.Schools.per.100.000.Population..AY.2018.2019..AAMC.,Percentage.Change.in.Student.Enrollment.at.MD.and.DO.Schools..2008.2018..AAMC.,Percentage.of.MD.Students.Matriculating.In.State..AY.2018.2019..AAMC.,Total.Residents.Fellows.in.ACGME.Programs.per.100.000.Population.as.of.December.31..2018..AAMC.,Total.Residents.Fellows.in.Primary.Care.ACGME.Programs.per.100.000.Population.as.of.Dec..31..2018..AAMC.,Percentage.of.Residents.in.ACGME.Programs.Who.Are.IMGs.as.of.December.31..2018..AAMC.,Ratio.of.Residents.and.Fellows..GME..to.Medical.Students..UME...AY.2017.2018..AAMC.,Percent.Change.in.Residents.and.Fellows.in.ACGME.Accredited.Programs..2008.2018..AAMC.,Percentage.of.Physicians.Retained.in.State.from.Undergraduate.Medical.Education..UME...2018..AAMC.,All.Specialties..AAMC.,State.Local.Government.hospital.beds.per.1000.people..2019.,Non.profit.hospital.beds.per.1000.people..2019.,For.profit.hospital.beds.per.1000.people..2019.,Total.hospital.beds.per.1000.people..2019.,Total.nurse.practitioners..2019.,Total.physician.assistants..2019.,Total.Hospitals..2019.,Total.Primary.Care.Physicians..2019.,Surgery.specialists..2019.,Emergency.Medicine.specialists..2019.,Total.Specialist.Physicians..2019.,ICU.Beds,pop_fraction,Length.of.Life.rank,Quality.of.Life.rank,Health.Behaviors.rank,Clinical.Care.rank,Social...Economic.Factors.rank,Physical.Environment.rank,Adult.smoking.percentage,Adult.obesity.percentage,Excessive.drinking.percentage,Population.per.sq.mile,House.per.sq.mile,Share.of.Tests.with.Positive.COVID.19.Results,Number.of.Tests.with.Results.per.1.000.Population
Calhoun,127,3,Michigan,51,2.081985619,0.12640627,134487,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372548,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0.237941214,0.006727098,70,70,75,14,62,56,19,34,18,192.8,86.4,0.156981,30.9
Cass,62,0,Michigan,51,0.851838228,0.038719919,51653,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372548,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0,0.002583705,46,28,49,52,22,82,16,40,19,106.7,52.8,0.156981,30.9
Charlevoix,13,1,Michigan,51,0.495351318,0.038103948,26244,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0,0.001312736,21,7,9,15,14,41,15,35,19,62.3,41.4,0.156981,30.9
Cheboygan,19,1,Michigan,51,0.747648841,0.039349939,25413,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0,0.001271169,32,48,35,65,75,24,18,30,18,36.6,25.6,0.156981,30.9
Chippewa,2,0,Michigan,51,0.053309167,0,37517,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372548,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.1599275,0.001876617,22,63,83,72,60,30,22,41,21,24.7,13.6,0.156981,30.9
Clare,12,2,Michigan,51,0.390155087,0.065025848,30757,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0,0.001538478,75,61,80,81,73,48,20,37,17,54.8,41.2,0.156981,30.9
Clinton,142,13,Michigan,51,1.600867241,0.126052539,79332,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356687,0.209985779,0.334036454,2.031129717,0.025210508,0.003968221,2,5,11,13,2,44,15,34,23,133.1,54.2,0.156981,30.9
Crawford,8,0,Michigan,51,4.10042443,0.287749083,13901,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0.431623624,0.000695334,83,76,33,41,63,12,18,32,18,25.3,19.9,0.156981,30.9
Delta,54,1,Michigan,51,0.390439803,0.055777115,35857,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.250997016,0.001793583,37,44,28,12,44,20,17,36,18,31.7,17.3,0.156981,30.9
Dickinson,6,0,Michigan,51,0.196982232,0.078792893,25383,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.236378679,0.001269669,40,52,10,3,15,23,18,24,19,34.4,18.4,0.156981,30.9
Eaton,155,6,Michigan,51,1.411323366,0.054631872,109826,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0,0.005493544,20,13,40,23,9,70,17,37,20,187.4,81.8,0.156981,30.9
Emmet,1,0,Michigan,51,0.630479164,0.060045635,33308,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,1.741323406,0.001666081,13,20,6,5,11,17,17,27,20,69.9,45.6,0.156981,30.9
Genesee,1784,227,Michigan,51,4.384455826,0.557887597,406892,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372546,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.371105846,0.020352914,79,80,76,44,74,83,19,35,18,668.5,301.7,0.156981,30.9
Gladwin,18,1,Michigan,51,0.710423491,0.039467972,25337,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0,0.001267368,60,67,56,75,65,52,18,43,17,51.2,35.2,0.156981,30.9
Gogebic,4,1,Michigan,51,0.264970853,0.066242713,15096,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.331213567,0.000755108,38,51,47,28,57,4,19,31,18,14.9,9.8,0.156981,30.9
Grand Traverse,21,5,Michigan,51,0.226848001,0.054011429,92573,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.216045715,0.004630542,12,6,15,4,8,45,17,31,20,187.3,89.6,0.156981,30.9
Gratiot,34,4,Michigan,51,0.837459051,0.098524594,40599,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372546,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0,0.00203078,25,57,74,35,38,37,20,38,19,74.7,28.7,0.156981,30.9
Hillsdale,152,22,Michigan,51,3.322476994,0.480884828,45749,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372548,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.087433605,0.002288385,54,14,61,74,31,54,19,39,19,78.1,36.4,0.156981,30.9
Houghton,2,0,Michigan,51,0.055219636,0,36219,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372548,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.13804909,0.00181169,29,31,34,34,36,2,19,31,22,36.3,18.5,0.156981,30.9
Huron,36,1,Michigan,51,1.155104922,0.032086248,31166,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.128344991,0.001558937,66,21,21,46,24,53,16,34,19,39.6,25.4,0.156981,30.9
Ingham,605,18,Michigan,51,2.06671563,0.06148906,292735,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0.748116898,0.014642732,34,77,50,16,26,51,18,32,22,505.1,218.1,0.156981,30.9
Ionia,111,3,Michigan,51,1.728702694,0.046721694,64210,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372548,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356687,0.209985779,0.334036454,2.031129717,0.031147796,0.003211812,14,25,58,58,18,74,18,35,22,111.9,43.4,0.156981,30.9
Iosco,55,8,Michigan,51,2.19289502,0.318966548,25081,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0.159483274,0.001254562,76,34,26,47,64,14,17,31,17,47.1,37.2,0.156981,30.9
Isabella,61,7,Michigan,51,0.864487968,0.099203537,70562,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372548,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0.113375471,0.003529542,27,73,68,62,34,58,20,33,22,122.8,49.6,0.156981,30.9
Jackson,60,2,Michigan,51,2.5500085,0.163704249,158823,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0.321112181,0.007944395,61,65,73,24,43,61,19,36,18,228.4,99,0.156981,30.9
Kalamazoo,643,36,Michigan,51,2.427605995,0.135915732,264870,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.128364858,0.013248912,28,36,59,10,23,76,18,31,22,445.7,195.9,0.156981,30.9
Kalkaska,17,2,Michigan,51,0.953770197,0.112208259,17824,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0,0.000891564,56,43,51,80,69,39,19,34,19,30.6,21.7,0.156981,30.9
Kent,1084,45,Michigan,51,3.741285375,0.071888967,653786,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356687,0.209985779,0.334036454,2.031129717,0.229432873,0.032702659,10,18,12,17,12,68,15,30,22,711.5,291.5,0.156981,30.9
Lake,8,0,Michigan,51,0.168335999,0,11881,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0,0.000594293,52,83,70,82,83,50,20,27,16,20.3,26.4,0.156981,30.9
Lapeer,175,30,Michigan,51,1.988003817,0.340800654,88028,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0.113600218,0.004403199,23,17,14,64,21,65,16,34,20,137.4,56.5,0.156981,30.9
Leelanau,9,0,Michigan,51,0.413526925,0,21764,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0,0.001088645,3,1,3,27,4,11,14,28,19,62.5,43,0.156981,30.9
Lenawee,129,2,Michigan,51,1.312763316,0.02035292,98266,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0,0.004915308,30,24,53,25,17,77,17,40,20,133.3,58,0.156981,30.9
Livingston,25,1,Michigan,51,1.976739321,0.120277789,191224,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.041835753,0.009565107,5,2,4,8,3,81,14,28,20,320.2,128.8,0.156981,30.9
Luce,1,0,Michigan,51,0.159159637,0,6283,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0,0.000314278,43,75,63,31,51,3,20,31,19,7.4,4.8,0.156981,30.9
Mackinac,6,0,Michigan,51,0.556225086,0,10787,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372548,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0,0.00053957,71,69,54,68,77,5,19,35,17,10.9,10.8,0.156981,30.9
Macomb,6137,717,Michigan,51,7.015646595,0.819654328,874759,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0.139466985,0.043755824,47,66,46,60,28,66,19,32,22,1754.9,744.2,0.156981,30.9
Manistee,11,0,Michigan,51,0.448467058,0,24528,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0,0.001226901,59,22,8,33,54,18,16,30,18,45.6,28.9,0.156981,30.9
Marquette,51,10,Michigan,51,0.766732816,0.150339768,66516,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372546,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356687,0.209985779,0.334036454,2.031129716,0.451019304,0.003327159,24,35,37,2,16,15,17,36,22,37.1,19,0.156981,30.9
Mason,15,0,Michigan,51,0.756013746,0,29100,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.206185567,0.001455595,36,55,20,21,32,32,18,28,18,58,34.9,0.156981,30.9
Mecosta,16,2,Michigan,51,0.367435986,0.045929498,43545,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372548,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.091858996,0.00217814,16,53,67,45,53,63,19,34,21,77.1,38.1,0.156981,30.9
Menominee,6,0,Michigan,51,0.261062524,0,22983,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0,0.00114962,9,11,32,40,29,13,17,31,20,23,13.6,0.156981,30.9
Midland,67,8,Michigan,51,0.80520136,0.096143446,83209,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356687,0.209985779,0.334036454,2.031129717,0.3124662,0.00416215,8,9,23,6,7,38,15,38,21,162,69.7,0.156981,30.9
Missaukee,16,1,Michigan,51,1.058691193,0.0661682,15113,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0,0.000755959,19,40,45,48,37,22,18,37,19,26.3,16.1,0.156981,30.9
Monroe,18,2,Michigan,51,2.685473847,0.119649825,150439,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356687,0.209985779,0.334036454,2.031129716,0,0.007525024,58,15,39,53,19,59,17,38,20,276.7,114.6,0.156981,30.9
Montcalm,52,1,Michigan,51,0.812906453,0.015632816,63968,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.187593797,0.003199707,45,42,71,51,39,57,20,36,20,89.8,40,0.156981,30.9
Montmorency,5,0,Michigan,51,0.539665407,0,9265,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0,0.000463439,77,38,38,55,80,33,17,36,17,17.9,17.6,0.156981,30.9
Muskegon,406,20,Michigan,51,2.338871351,0.115215337,173588,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.213148374,0.008682947,63,78,81,9,48,55,20,36,20,344.9,147.3,0.156981,30.9
Newaygo,37,0,Michigan,51,0.756770024,0,48892,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372548,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0.184079195,0.002445599,31,56,55,43,42,49,19,35,19,59.6,30.8,0.156981,30.9
Oakland,7830,874,Michigan,51,6.218228861,0.694090935,1259201,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.324809145,0.06298578,11,4,1,11,5,64,12,25,20,1385.7,607.7,0.156981,30.9
Oceana,38,2,Michigan,51,1.427230047,0.075117371,26625,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0,0.001331794,39,74,42,63,70,40,18,31,19,51.9,31.1,0.156981,30.9
Ogemaw,15,0,Michigan,51,0.715922108,0,20952,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.477281405,0.001048028,73,46,69,77,72,36,19,39,18,38.5,28.5,0.156981,30.9
Osceola,586,16,Michigan,51,0.385587593,0,23341,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.171372263,0.001167527,51,64,78,76,50,28,19,40,18,41.5,24.1,0.156981,30.9
Oscoda,5,1,Michigan,51,0.604156597,0.120831319,8276,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0,0.000413969,82,71,60,83,67,35,17,39,17,15.3,16.1,0.156981,30.9
Otsego,98,10,Michigan,51,3.973241435,0.4054328,24665,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0.16217312,0.001233754,65,32,25,30,30,7,18,27,20,46.9,28.6,0.156981,30.9
Ottawa,4,0,Michigan,51,1.52843088,0.07229065,290494,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0.075733062,0.014530636,1,3,5,7,1,67,14,27,22,468.2,181.9,0.156981,30.9
Presque Isle,11,0,Michigan,51,0.863557858,0,12738,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0,0.00063716,68,23,22,56,52,6,16,33,16,20.3,15.8,0.156981,30.9
Roscommon,20,0,Michigan,51,0.837380673,0,23884,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129717,0,0.001194688,78,58,41,57,81,29,17,34,16,47.1,47.1,0.156981,30.9
Saginaw,849,90,Michigan,51,4.449685535,0.471698113,190800,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372547,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0.69706499,0.009543899,67,81,77,39,59,69,18,37,19,250.2,108.5,0.156981,30.9
Sanilac,38,5,Michigan,51,0.922733233,0.121412267,41182,19991830,287,249.7,97.8,87.6,7.9,6.7,35,29.2,31.6,52.9,49.9,56.1,71.5,69,23.6,26.8,1.4,49.5,43.4,2.870372546,0.1,2.2,0.3,2.5,0.442180631,0.378454599,0.014405885,1.852356688,0.209985779,0.334036454,2.031129716,0,0.002059941,50,27,36,79,45,60,18,33,18,44.8,23.6,0.156981,30.9
